Model,Age,Art,Sport,Book/Films,Science,Travel,Cooking,Politics
BMW 740 i xDrive,45,1,0,1,0,1,0,1
Kia Seltos SX,47,0,1,0,1,0,1,0
Lexus RX 350 350 PACKAGE!,22,0,0,1,0,0,0,0
Jeep Wrangler JK Sport,26,0,1,1,1,0,1,1
Kia Sportage Nightfall,35,1,0,0,0,0,0,1
Chevrolet Equinox LTZ,49,0,0,1,1,0,0,0
Subaru Impreza Premium,23,0,1,1,0,0,1,0
Audi Q7 45 Premium Plus,59,1,0,0,1,0,1,0
Toyota Avalon XSE,37,0,1,0,0,1,1,0
Kia Telluride LX,55,1,1,0,0,0,1,0
BMW X3 xDrive28i,25,0,0,1,0,0,1,0
Buick Envision Essence,56,0,0,0,1,0,1,0
Volvo XC60 T5 Momentum,25,0,0,1,1,0,1,0
Audi Q8 3.0T Prestige,45,0,0,0,1,1,1,1
Land Rover Range Rover Sport Autobiography,50,0,0,1,1,0,0,0
Toyota Tundra Grade,44,0,0,0,0,1,0,1
Lexus ES 350 ES 350,44,1,0,1,0,1,1,1
Cadillac XT4 Premium Luxury,59,0,1,0,1,1,0,1
Mercedes-Benz AMG GLC 63 S 4MATIC,55,1,0,0,0,1,1,0
Audi Q7 45 Premium,26,0,1,1,1,0,1,0
Mazda Mazda6 i Grand Touring,42,1,1,0,0,1,0,0
Genesis GV70 2.5T,53,0,0,0,1,0,0,1
Volvo S60 T6 R-Design,35,0,1,0,0,0,1,1
Volvo S60 T5 Premier,37,0,0,0,0,1,0,1
Toyota 4Runner TRD Off Road,47,0,1,1,0,1,0,0
Mercedes-Benz GLA 250 4MATIC,53,0,1,1,0,0,0,0
Subaru Legacy 2.5i Sport,21,0,1,0,1,1,0,0
Land Rover Range Rover 5.0L V8 Supercharged,36,0,1,0,0,1,1,1
Nissan Maxima 3.5 Platinum,51,0,1,1,1,1,1,1
GMC Sierra 1500 SLT,60,1,1,0,0,1,0,0
Chevrolet Silverado 1500 LS,42,1,1,0,1,0,1,0
BMW M2 Base,37,0,1,0,1,0,0,1
Honda Pilot Elite,32,0,0,0,1,1,1,1
Volkswagen Taos 1.5T SE,22,0,0,0,1,1,0,1
INFINITI QX30 Premium,20,0,1,0,1,1,0,1
Toyota Highlander LE,32,0,1,1,1,1,0,1
Porsche Cayenne AWD,23,0,1,1,0,0,1,1
Chevrolet Silverado 1500 LTZ,46,1,1,1,0,0,1,1
Toyota Corolla S,59,0,0,0,1,1,1,1
Tesla Model X Long Range,59,0,0,0,1,0,1,0
INFINITI G37 x,43,1,0,1,0,0,0,0
Cadillac CT6 3.6L Premium Luxury,41,0,0,0,0,1,0,1
Mercedes-Benz CLA 250,50,1,1,1,0,1,1,1
Mercedes-Benz GLE-Class GLE 350,29,0,1,0,0,1,1,0
BMW M850 i xDrive,50,0,0,0,0,1,0,1
Porsche 911 Carrera 4S,51,0,0,0,1,1,0,1
Lincoln Continental Select,32,0,0,0,0,1,1,0
Subaru Ascent Premium 7-Passenger,28,1,1,1,0,0,1,1
BMW M240 i,20,1,0,1,0,1,0,1
Cadillac Escalade Sport,50,0,0,0,1,0,1,1
Lincoln MKC Standard,39,0,0,1,0,1,1,1
Audi A5 40 Premium,50,1,1,0,0,0,1,0
BMW X1 xDrive 28i,47,1,1,0,1,1,1,0
GMC Sierra 2500 Denali,47,0,0,1,1,0,0,1
Land Rover Range Rover Sport Supercharged HSE,48,0,0,1,0,0,1,0
INFINITI QX50 Base,47,1,1,1,0,1,1,1
Tesla Model X 100D,27,1,0,1,0,0,1,0
Lincoln Navigator Reserve,48,0,0,1,1,1,1,0
Mercedes-Benz AMG GLE AMG GLE 63 S-Model 4MATIC,35,0,0,0,1,0,1,0
Ford Ranger XLT,44,1,1,1,1,1,1,1
Cadillac Escalade ESV Premium Luxury,41,1,0,1,0,0,0,0
Toyota Tundra Platinum,37,1,1,0,0,0,1,1
Hyundai Sonata GLS,40,1,0,0,0,1,1,0
Ford Fusion Titanium,45,0,1,0,1,1,1,0
Chevrolet Tahoe LT,50,1,0,0,0,0,1,1
Ford F-150 King Ranch,18,1,1,1,1,1,0,1
Audi A5 2.0T Premium Plus,40,1,0,0,1,1,1,0
INFINITI Q50 3.0t SENSORY,33,0,1,1,0,1,0,1
Audi Q7 3.0T Premium,37,1,1,0,1,0,1,1
Tesla Model 3 Mid Range,21,0,0,1,0,1,1,0
Audi Q7 3.0T Prestige,27,1,0,0,1,1,0,0
Volkswagen Atlas 3.6 V6 SE w/ Technology,22,0,1,1,0,1,1,1
Land Rover Range Rover Evoque S,48,0,1,0,0,0,1,0
GMC Yukon XL Denali,38,0,0,1,1,0,0,0
Alfa Romeo Giulia Ti,59,1,0,0,1,0,0,0
GMC Yukon Denali,56,0,0,0,1,0,1,1
Acura RDX AcuraWatch Plus Package,18,0,0,0,0,1,1,1
Ford Escape Titanium Hybrid,29,1,1,0,0,0,0,0
Hyundai Palisade SEL,50,1,0,0,1,1,1,0
Buick LaCrosse Premium 1,40,0,1,0,1,1,1,1
Chevrolet Camaro 2SS,37,1,0,1,0,0,1,0
Mazda Tribute i,21,0,1,0,0,1,0,0
Toyota Highlander Limited,28,1,0,1,1,0,0,0
Jaguar XE 35t First Edition,43,0,1,0,1,1,1,0
Land Rover Range Rover 3.0L Turbocharged Diesel Td6,33,1,1,0,0,1,0,1
Honda Civic SE,28,1,0,0,1,1,0,1
BMW X2 M35i,51,0,1,0,1,0,1,0
Acura TLX V6 w/Technology Package,49,1,1,0,1,0,0,0
Subaru Forester Sport,44,0,0,1,1,1,1,0
Toyota Highlander Hybrid LE,26,1,0,1,0,0,0,0
Porsche Taycan Turbo S,18,0,1,1,0,0,1,1
BMW X1 sDrive28i,38,1,0,1,0,0,1,0
Mercedes-Benz GLS 550 Base 4MATIC,19,0,1,0,0,0,0,1
INFINITI Q50 3.0t LUXE,56,0,0,0,0,0,1,1
BMW 320 320i xDrive,31,0,1,0,0,1,0,1
Mercedes-Benz GLK-Class GLK 350,42,0,1,0,0,0,1,1
Acura ILX w/Premium Pkg,54,0,1,1,1,0,0,0
Audi A3 2.0T Prestige,31,0,1,1,0,1,0,1
Subaru Outback Limited XT,23,1,1,0,1,1,1,1
Lincoln Aviator Standard RWD,57,0,0,0,0,1,0,0
Scion tC,54,1,1,0,0,0,1,1
Porsche 911 Carrera 4,32,0,0,0,0,1,0,1
Volkswagen Jetta 1.8T SE,23,1,0,0,0,0,0,0
Maserati Ghibli S Q4,47,0,1,1,1,0,1,0
Lexus ES 350 Premium,23,0,0,1,0,1,0,1
Nissan Armada SL,58,1,0,1,1,1,1,0
Jeep Renegade Altitude,57,1,1,0,1,0,1,1
Honda Odyssey Touring,48,0,1,1,0,1,0,1
Volvo S60 T6 Inscription,47,1,1,1,1,0,1,0
Cadillac XT5 Sport,54,0,1,1,1,1,0,1
Kia Sportage EX,27,1,1,0,0,0,0,0
Land Rover Range Rover Sport 5.0L Supercharged SVR,32,1,0,0,1,0,1,1
Subaru Crosstrek Sport,42,1,1,1,0,0,0,1
Cadillac XT5 Luxury AWD,49,0,1,1,0,1,0,0
BMW X3 xDrive35i,28,1,1,1,1,1,0,0
Buick Enclave Leather,19,0,1,0,1,0,1,1
Audi SQ5 Premium Plus,23,0,0,1,1,1,1,1
Lexus GX 460 Luxury,39,1,1,0,0,0,1,0
BMW X2 xDrive28i,37,0,1,1,0,0,1,0
Audi Q8 3.0T Premium Plus,32,1,1,1,1,0,0,0
Ford Edge ST,20,0,1,0,1,1,1,0
Chevrolet Cruze LS,35,0,1,0,1,1,0,0
Chevrolet Blazer Premier,53,0,0,1,0,1,1,0
BMW X2 sDrive28i,48,1,0,1,1,0,1,0
Chevrolet Silverado 1500 LD LT,39,1,1,0,1,1,0,0
Lexus RC 350 350,22,0,0,0,1,1,0,1
Volkswagen Arteon 2.0T SE R-Line,58,1,0,1,1,0,0,1
Chevrolet Trailblazer LT,23,1,0,0,1,1,0,1
Volvo S60 T5,22,1,1,1,0,0,0,0
Audi A4 2.0T Premium,48,1,1,1,0,0,0,1
BMW 320 i xDrive,23,0,1,1,1,0,1,1
Lexus NX 300,37,0,0,1,1,1,1,1
Toyota Supra 3.0 Premium,51,0,1,0,0,1,0,1
Toyota Tundra 1794,45,0,1,1,0,0,0,0
Acura MDX SH-AWD 7-Passenger,43,0,1,0,1,1,0,0
INFINITI Q50 3.0T Premium,47,1,1,0,0,0,1,0
Mercedes-Benz S-Class S430,58,1,0,1,0,0,1,1
Toyota Prius Four,58,1,0,0,0,1,1,0
Acura TL Technology,44,0,0,1,1,0,0,0
Mazda CX-9 Grand Touring,18,1,1,0,1,0,1,0
Volkswagen Jetta 2.0L S w/Technology,50,0,1,0,0,1,1,0
Honda Civic EX-T,33,1,1,0,1,0,0,1
Volkswagen Tiguan 2.0T SE R-Line Black,52,0,0,1,1,0,1,0
Lexus RX 350 F Sport,42,0,0,0,1,1,0,0
Honda Civic LX,37,0,0,1,0,0,0,1
Mercedes-Benz E-Class E 300 4MATIC Sport,46,0,1,0,0,1,1,1
Mercedes-Benz AMG E 53 Base 4MATIC,37,0,1,1,0,0,1,0
Lexus RX 350L Base,32,0,1,1,1,1,1,1
Land Rover Range Rover P525 HSE Westminster,45,0,1,1,1,1,0,1
Acura TLX Technology,21,0,0,0,1,1,1,0
Ford Explorer Platinum,22,0,0,1,1,1,1,0
Audi S4 3.0T Prestige,25,1,1,1,0,0,0,1
Volvo XC90 T6 Inscription 6 Passenger,24,0,1,1,1,0,1,1
Ford EcoSport SE,36,1,0,1,1,0,0,0
Mazda Mazda3 s Sport,25,1,0,1,0,0,1,0
BMW M340 i xDrive,45,1,1,0,1,0,1,1
Mercedes-Benz E-Class E 300 4MATIC,38,1,0,1,1,1,0,0
Mercedes-Benz E-Class E 300 Luxury,22,1,0,0,0,1,0,1
Volvo XC60 T6 Momentum,18,0,1,0,0,1,1,0
Subaru Forester Limited,28,0,1,1,1,0,0,1
Ford Escape SE,47,0,1,0,0,0,0,1
BMW X7 xDrive50i,33,0,0,0,1,0,0,1
Jaguar E-PACE P250 SE,21,0,1,1,1,1,0,0
Toyota Avalon Hybrid Limited,39,1,0,0,0,0,1,0
Ford Explorer sport,20,0,0,0,1,0,1,1
Mercedes-Benz E-Class E 450,51,1,1,0,1,1,1,0
Hyundai Santa Fe SE 2.4,18,1,1,1,1,0,1,1
Lexus IS 250,29,0,1,0,0,0,1,0
Lexus RX 350,33,0,1,0,1,1,1,1
Lincoln Navigator Select,32,1,1,0,1,1,1,1
Toyota Venza XLE,36,1,1,1,1,1,1,0
Alfa Romeo Giulia Base,25,1,1,0,0,0,1,1
Jeep Grand Cherokee Overland,33,1,1,0,1,0,1,0
Honda Accord EX-L 1.5T,22,0,1,1,0,0,0,1
Audi Q5 2.0T Premium,26,1,1,1,1,0,0,1
Jeep Wrangler Sport,19,0,1,0,1,1,0,1
Mercedes-Benz GLB 250 Base 4MATIC,38,0,1,0,1,1,1,0
BMW 428 i,47,0,1,0,1,0,1,0
Mercedes-Benz GLC 350e Base 4MATIC,30,0,0,0,0,0,0,0
Kia Sorento LX,28,0,1,1,1,0,0,1
Tesla Model S 100D,37,0,0,0,0,1,0,1
Cadillac CTS 2.0L Turbo Standard,45,1,1,1,1,0,1,0
Dodge Charger R/T,55,0,1,0,0,0,0,1
Land Rover Range Rover 3.0L V6 Supercharged HSE,19,1,0,1,0,0,0,1
Cadillac ATS 2.0L Turbo Luxury,38,0,1,1,1,0,0,1
Chevrolet Malibu LT,29,1,1,0,0,0,1,0
Acura ILX w/AcuraWatch Plus,26,0,0,0,1,1,1,0
Acura MDX 3.5L,36,1,1,1,1,1,0,1
Toyota 4Runner Limited 4WD,36,0,0,0,1,0,1,1
BMW 328d xDrive,58,0,1,0,0,0,1,1
Tesla Model 3 Performance,34,0,0,0,0,1,0,1
BMW 228 Gran Coupe 228i sDrive Gran Coupe,20,1,1,1,1,0,0,1
Chevrolet Impala Premier,41,1,0,0,0,1,1,0
Subaru Outback Touring,39,0,0,0,1,1,0,1
Toyota Highlander Hybrid Platinum,58,1,0,0,0,0,0,1
GMC Yukon XL 1500 SLE,21,0,1,1,1,0,0,1
Lexus RX 300,19,1,0,1,0,1,0,1
Land Rover Range Rover Sport 3.0L Supercharged HSE,42,1,0,0,0,1,1,0
Honda Accord EX-L 2.0T,54,0,0,0,0,1,0,1
Dodge Journey GT,55,1,1,0,0,1,0,1
Porsche Macan,22,0,0,0,0,0,1,0
Nissan Altima 2.5 SR,27,1,0,1,0,1,1,1
Lexus LS 500 Base,49,1,1,1,1,0,1,1
Subaru BRZ Limited,38,0,0,0,0,1,0,0
Jeep Grand Cherokee Altitude,46,0,1,1,0,1,1,0
Chevrolet Tahoe High Country,26,0,0,0,1,1,1,1
Lexus GX 460,20,0,1,1,1,1,1,0
INFINITI QX80 Base,51,0,1,0,0,0,1,1
Mercedes-Benz GLC 300 4MATIC,49,1,0,1,0,1,1,0
Tesla Model X 90D,43,0,1,0,1,1,0,0
Toyota 4Runner Trail Premium,58,1,0,0,0,1,0,1
Honda Pilot EX,37,1,0,0,1,0,0,1
Jeep Wrangler Unlimited Rubicon 392,54,0,0,0,0,0,0,0
Ford Explorer ST,57,1,0,1,1,0,1,1
Chevrolet Colorado Z71,21,0,0,1,1,0,1,0
Mercedes-Benz GLS 450 Base 4MATIC,47,0,0,0,0,1,1,0
Honda Passport Touring,45,0,0,0,0,0,1,0
Honda Element LX,60,0,1,0,1,1,0,1
Chevrolet Cruze LT w/1LT,39,0,0,0,0,1,1,1
Audi Q3 2.0T Premium,32,1,0,1,1,1,0,1
Toyota Tacoma Base,40,0,1,0,0,0,1,0
Audi Q5 2.0T Premium Plus,38,0,1,1,0,1,0,1
INFINITI QX80 4WD,53,0,1,0,1,1,0,0
Audi Q8 Premium,60,1,0,1,0,0,0,0
Lexus RC F Base,23,0,0,0,0,1,1,1
Kia Sorento EX,27,1,1,1,1,0,0,1
Jeep Grand Cherokee Laredo E,54,1,0,1,0,0,0,1
Chevrolet Silverado 1500 Custom Trail Boss,42,1,0,0,1,1,1,1
Mazda Mazda6 s Grand Touring,36,0,1,1,1,0,1,0
Land Rover Discovery HSE LUXURY,40,0,0,0,1,0,0,1
Subaru Ascent Limited 7-Passenger,49,0,0,0,0,1,0,0
Chevrolet Blazer 2LT,33,0,0,0,1,0,1,1
Toyota Tundra SR5,45,0,1,1,1,1,1,1
GMC Acadia SLT,42,0,1,0,0,1,1,1
Honda Accord EX-L,18,0,1,0,0,1,1,0
Nissan Sentra SV,57,0,1,1,0,1,0,0
Volkswagen Golf TSI S 2-Door,28,1,0,0,1,1,1,1
MINI Convertible Cooper,59,1,0,1,1,1,1,1
Mazda Mazda3 FWD w/Premium Package,38,0,1,1,1,1,1,1
Porsche Cayenne,25,1,1,1,0,1,1,1
Mercedes-Benz C-Class C 350 Sport,32,0,0,1,0,1,0,1
Jeep Wrangler Unlimited Sport,46,1,0,1,0,0,1,1
Jeep Renegade Latitude,37,0,0,1,1,1,0,1
Mercedes-Benz AMG C 63 S,22,1,1,1,1,1,0,1
Mitsubishi Mirage G4 LE,50,0,0,1,1,1,0,0
BMW M550 i xDrive,27,0,0,0,0,0,1,0
Hyundai Santa Fe SE,44,0,0,0,1,0,0,0
Porsche Macan Base,38,1,1,1,1,0,1,0
BMW M550 i Xdrive,51,0,1,1,1,1,1,1
Jeep Wrangler Sahara,30,1,1,1,0,1,1,0
Land Rover Defender 110 First Edition,19,0,0,1,1,1,0,1
Volkswagen Passat 2.0 TDI SEL Premium,47,0,0,0,0,1,0,1
Ford Escape SEL,29,0,1,1,0,0,1,0
Honda Accord Sport,53,1,0,0,1,0,0,0
Volvo S60 T6 Momentum,46,0,1,1,1,0,0,1
Lincoln MKX Base,57,1,0,1,1,0,1,1
Hyundai Santa Fe Sport 2.4L,58,0,1,0,1,1,1,0
Kia K5 GT-Line,44,1,1,0,1,0,0,1
Chevrolet Silverado 1500 2LT,25,1,1,1,1,0,1,1
Acura MDX Advance,35,0,1,1,1,1,1,0
RAM 1500 Big Horn,28,0,0,0,0,0,0,1
INFINITI QX80,23,0,1,1,1,0,1,1
Mercedes-Benz GLB 250 4MATIC,24,1,0,0,0,0,0,0
Chevrolet Tahoe Premier,33,0,0,1,0,1,0,0
INFINITI QX60 Pure,59,1,1,0,1,1,1,0
Genesis G90 5.0 Ultimate,31,0,1,0,0,0,0,1
Kia Forte LXS,39,1,1,1,1,0,1,0
Acura MDX A-Spec,34,0,1,1,1,0,0,0
Mercedes-Benz S-Class S 450 4MATIC,28,1,0,0,1,1,1,1
Volkswagen Atlas 2.0T SE,34,1,0,0,0,1,1,1
Land Rover Range Rover Velar P380 S,57,0,1,0,0,1,1,1
Jeep Grand Cherokee Trackhawk,25,0,1,1,1,1,1,1
Hyundai Tucson Ultimate,48,1,0,0,1,1,1,1
Mercedes-Benz S-Class S 63 AMG,53,0,0,1,1,1,0,0
Dodge Challenger R/T,35,0,1,0,1,1,1,0
Kia Optima EX,29,1,1,1,0,0,0,1
Volvo S90 T6 R-Design,52,1,1,1,1,1,0,1
Nissan Rogue SL,40,1,1,1,0,0,0,1
Chrysler Pacifica Limited,58,0,0,1,0,0,1,1
Nissan Maxima SV,54,0,1,1,1,1,0,1
Toyota Sienna L,34,1,1,0,1,1,1,0
Cadillac Escalade Premium Luxury,33,0,1,0,0,1,1,0
Porsche 911 Targa 4S,21,1,0,1,1,1,1,0
Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,24,0,1,0,1,0,1,1
Audi A7 3.0T Prestige quattro,20,1,1,1,1,0,0,1
Toyota RAV4 LE,46,0,0,0,1,1,0,1
Nissan Titan PRO-4X,42,0,0,1,0,1,0,1
Toyota Sienna XLE,31,0,0,1,1,1,1,0
Cadillac CT6 Luxury,38,0,0,0,1,1,1,0
Chevrolet Traverse LS,60,1,1,1,1,0,1,1
Lexus IS 300 Base,54,1,1,1,0,0,0,1
Toyota C-HR XLE Premium,57,0,1,1,0,1,1,1
Chrysler Crossfire SRT-6,40,1,1,1,0,1,1,1
Honda Odyssey EX-L w/Navigation/RES,24,0,0,1,0,0,0,1
Mercedes-Benz SL-Class SL550 Roadster,36,0,0,0,0,0,0,1
Mercedes-Benz S-Class S 560,44,0,1,1,1,1,1,0
BMW 328d Base,41,1,0,1,0,0,0,1
Mazda Mazda6 i Touring,25,0,1,0,1,1,0,0
Mercedes-Benz M-Class ML 350 4MATIC,25,1,1,1,1,1,1,0
Audi Q5 3.0T Premium Plus,48,1,0,0,0,0,1,1
Scion iQ Base,54,1,0,0,1,0,0,1
Jaguar XJ XJL Portfolio,34,1,0,1,0,1,0,0
Nissan Maxima 3.5 SL,56,0,0,1,0,1,0,1
Volkswagen Tiguan 2.0T S,21,1,1,1,0,0,1,1
Dodge Journey SE/AVP,30,0,1,1,0,0,1,1
Ford Transit-250 Base,39,0,0,0,1,1,0,0
Subaru Crosstrek Limited,56,1,0,1,1,1,1,0
Ford Ranger XL,28,0,1,1,1,1,1,0
Mercedes-Benz E-Class E 350 4MATIC,38,0,1,1,1,0,0,0
BMW M6,48,1,0,0,0,0,1,0
Hyundai Elantra GT Base,36,0,0,0,0,1,0,0
Hyundai Kona SEL Plus,38,0,1,0,0,0,0,0
Acura TLX V6 Advance,23,1,1,1,1,0,0,1
Lamborghini Aventador LP700-4,31,1,1,0,1,1,1,0
Nissan Rogue S,28,0,1,1,1,0,1,0
Land Rover Range Rover Supercharged,31,0,1,1,1,0,0,1
Jeep Grand Cherokee Summit,33,0,1,0,0,0,0,1
Chevrolet Suburban Premier,26,1,0,1,1,1,1,0
Cadillac Escalade ESV Base,29,0,0,0,0,0,0,0
Hyundai Santa Fe Limited 2.4,54,1,1,0,0,1,1,1
Volkswagen Passat 2.0T SE,18,1,1,1,1,0,0,1
Cadillac DTS,60,1,0,1,1,1,1,0
Ford Edge SEL,43,1,1,1,0,1,0,1
Lexus ES 300 Base (A5),26,0,1,0,1,1,1,1
Land Rover Range Rover Velar P250 SE R-Dynamic,26,0,0,1,0,0,0,1
GMC Yukon XL 1500 Denali,18,1,1,1,0,1,1,1
Mazda CX-9 Touring,42,1,1,1,1,1,1,1
Subaru Crosstrek Premium,21,1,1,1,0,0,0,0
Volkswagen Tiguan SE,23,1,1,0,1,1,0,0
Porsche Macan GTS,55,0,1,0,1,1,1,1
Genesis GV80 2.5T,58,1,0,0,1,1,0,1
Nissan Kicks S,22,1,1,0,0,1,1,0
Tesla Model X P90D,54,0,1,1,1,1,0,1
BMW 430 Gran Coupe i,59,1,1,0,0,0,1,1
Hyundai Elantra SEL,56,0,0,0,0,0,1,0
Honda Civic EX,45,1,1,1,1,1,0,1
Acura ILX Premium Package,42,1,0,1,0,0,0,0
Toyota 4Runner Nightshade,50,1,1,1,1,1,1,0
Toyota Tundra W/ NAVIGATION&PLATINUM,60,1,0,0,0,0,0,1
Cadillac XT6 Premium Luxury FWD,28,1,0,1,1,1,0,1
Volvo XC90 3.2,20,0,1,1,1,0,1,1
Volkswagen Atlas 3.6L V6 SEL Premium,19,0,0,0,1,0,1,0
Jeep Patriot Latitude,52,0,0,1,1,1,1,0
Audi S5 3.0T Prestige,29,0,1,1,1,0,0,0
Mitsubishi Outlander Sport ES,56,0,0,1,0,1,0,0
Mazda Mazda3 Sport,26,0,1,1,0,1,1,1
Lincoln MKC Reserve,60,0,0,0,0,0,0,1
Audi A4 2.0T Premium Plus,56,0,1,0,0,0,1,0
Honda Accord EX,59,1,1,0,1,1,1,0
Chevrolet Impala LT,27,1,0,1,0,1,0,0
Hyundai Tucson Limited,51,0,1,0,1,0,0,1
BMW 335 i,29,0,0,1,1,0,0,1
INFINITI QX80 PREMIUM SELECT,43,1,1,1,1,1,0,0
Chevrolet Equinox LS,22,1,0,0,0,0,0,1
INFINITI QX60 Base,54,0,1,1,0,0,0,1
Kia Soul S,49,1,0,0,0,1,1,1
Chevrolet Corvette Z06,56,0,0,1,0,0,0,0
Mercedes-Benz SLK-Class SLK 250,39,0,0,1,0,0,1,0
Land Rover LR4 Base,56,1,1,0,1,0,0,1
MINI Countryman Cooper S ALL4,22,1,1,1,0,0,1,0
Lexus RX 450h 450H,52,1,1,0,1,0,1,1
Toyota RAV4 XLE Premium,48,1,1,1,1,1,0,1
Mitsubishi Outlander SE,23,1,0,0,1,0,0,0
Jaguar XK,36,0,0,0,1,0,0,0
Mercedes-Benz GLA 250 Base 4MATIC,56,1,0,1,1,1,1,0
Cadillac Escalade ESV Premium,36,0,1,1,0,0,1,1
Acura MDX 3.5L AcuraWatch Plus Package,42,0,0,1,0,1,1,0
Hyundai Kona EV Limited,52,1,1,1,0,0,0,0
Nissan Rogue SV,36,1,1,0,1,1,1,0
Mazda MX-5 Miata Club,38,1,0,1,1,0,1,1
RAM 1500 TRX,49,0,1,0,0,1,1,1
Mazda CX-5 Grand Touring Reserve,42,1,1,0,0,0,0,0
Porsche 911 Carrera S,55,0,0,1,1,1,1,0
GMC Acadia Denali,42,0,1,0,1,0,1,0
Audi Q3 2.0T Premium Plus,26,1,1,1,0,1,1,1
Subaru Outback Premium,20,0,0,0,1,0,0,1
BMW 750 i,28,1,0,0,0,1,1,0
Jeep Patriot Limited,44,1,1,0,0,1,0,1
GMC Sierra 1500 Elevation,22,1,0,1,0,1,0,1
Subaru WRX STI Base,32,1,0,1,0,1,0,0
Audi A4 2.0T Titanium Premium,59,1,1,1,0,0,1,1
Kia Stinger GT2,43,1,1,0,1,0,1,0
BMW 228 i xDrive,46,1,0,1,0,1,1,0
Volkswagen Atlas 3.6 V6 SEL Premium,38,1,1,1,1,1,1,0
Dodge Journey SE,47,0,1,0,0,1,0,0
GMC Sierra 1500 Limited SLE,38,0,0,1,1,0,1,0
Jeep Cherokee Limited,39,0,0,1,0,1,1,0
Lexus ES 300h Base,35,0,1,0,1,0,0,0
Chevrolet Camaro 2LS,23,1,1,0,0,0,1,0
Toyota RAV4 XLE,26,0,0,0,1,1,0,1
BMW X4 xDrive28i,52,0,1,1,1,0,0,0
Subaru Forester 2.5i Limited,60,1,0,0,1,0,0,0
Hyundai Kona Ultimate,45,0,0,1,1,1,1,0
Audi Q3 45 S line Premium,29,0,0,0,0,1,0,1
Lexus ES 350 Base,49,1,1,0,0,1,1,1
Chevrolet Suburban LT,36,0,1,1,0,1,0,1
Nissan Versa 1.6 S,47,0,1,1,1,0,1,1
Porsche 911 Carrera,37,1,1,0,1,1,1,1
Nissan Pathfinder Platinum,54,1,0,1,1,1,1,0
Dodge Durango SXT,26,1,0,0,0,1,1,1
Nissan Versa 1.6 SV,44,1,1,0,1,1,0,1
Audi A5 2.0T Premium,21,0,0,1,0,0,1,0
Chevrolet Traverse LT Leather,40,0,1,1,1,0,0,1
Dodge Journey SE Value,34,0,1,1,1,1,0,1
Jeep Compass High Altitude,56,0,1,1,1,0,1,1
Land Rover Range Rover 5.0L V8 Supercharged Autobiography,47,1,0,0,0,0,0,1
Subaru Outback 2.5i Touring,44,1,0,1,1,0,1,1
Toyota Highlander Limited Platinum,22,0,1,0,1,0,1,0
Dodge Challenger SXT,47,0,0,1,0,0,1,0
GMC Yukon AT4,43,0,1,1,0,1,0,1
Jeep Gladiator Rubicon,26,1,0,1,1,0,0,1
BMW M4 Base,58,1,0,1,0,1,0,0
Honda Accord Sport SE,57,0,1,0,0,0,1,0
Volvo XC60 T5 Inscription,43,0,0,1,0,0,0,1
Lexus RX 350 F SPORT Appearance,43,0,0,1,0,0,0,1
Mazda Mazda3 i Touring,21,0,0,1,1,0,1,1
Chevrolet Spark LS,42,1,0,1,0,0,1,0
Genesis GV70 3.5T Sport,49,0,0,0,0,0,1,1
Mercedes-Benz S-Class S 550,45,0,0,0,1,0,0,0
Chevrolet Suburban RST,44,1,1,0,1,0,1,0
Land Rover Range Rover SWB,33,0,0,0,1,1,1,1
Nissan Sentra S,58,0,1,0,1,0,1,0
Audi A8 L 55,23,1,0,0,0,1,1,0
Lexus NX 300 Base,44,1,0,1,1,0,0,0
Land Rover Discovery Landmark Edition,41,1,1,0,0,0,1,1
Hyundai Sonata Hybrid SE,33,1,0,0,0,1,0,0
Chrysler 200 S,29,1,0,1,0,0,0,0
Volvo XC90 T5 Momentum,19,0,1,0,1,0,1,0
Volkswagen Passat 2.0L TDI DSG SEL Premium,55,1,1,1,1,0,0,1
Jeep Grand Cherokee Limited,36,1,0,1,1,1,0,0
Acura TLX V6 Tech,32,0,1,0,1,1,1,1
Hyundai Sonata SE,49,1,1,1,1,1,1,1
Land Rover Range Rover Velar P340 SE R-Dynamic,55,0,1,0,1,0,0,1
GMC Acadia SLT-1,27,0,0,1,1,1,1,1
Mazda CX-30 Premium Package,18,1,0,1,0,0,1,0
Land Rover Defender 110 SE,27,1,1,1,0,1,1,1
Mercedes-Benz SL-Class SL 550,51,1,1,1,0,1,1,1
Lincoln MKC Select,25,0,0,0,0,1,0,0
RAM 1500 Longhorn,51,1,0,1,1,0,1,1
Lexus RX 450hL Base,46,0,0,1,1,0,1,0
Bentley Continental GT Speed,34,0,1,0,0,0,0,0
BMW X1 xDrive28i,33,1,0,0,1,0,0,0
Volvo XC60 T6 Inscription,54,1,1,1,0,0,1,1
Audi Q7 2.0T Premium,39,1,1,1,1,1,0,1
Lincoln MKZ Hybrid Reserve,45,0,0,0,1,0,0,0
Tesla Model S Plaid,35,0,0,0,1,0,1,1
Lincoln MKZ Reserve II,33,1,0,0,1,0,0,1
Audi Q8 55 Premium,30,0,0,1,1,0,0,0
Lexus GS 350 Base,51,1,1,1,0,1,1,1
BMW 550 i xDrive,53,0,0,1,0,1,0,0
Mazda Mazda3 i Sport,56,0,1,0,0,1,0,0
Dodge Durango Limited,49,1,1,1,1,1,0,0
Nissan Murano SL,22,1,1,1,1,1,0,0
